Menu Mix Item Sales,,,,,,,,
,,,,,,,,
,,,,,,,,
 ,,,,,,,,
  ID,Short Name,Chit Name,,Central Mesa,,,,
0.00 71044,**WINE**,**WINE**,,0.00,,,,
0.00 71045,**WINE**,**WINE**,,0.00,,,,
0.00 71046,**WINE**,**WINE**,,0.00,,,,
0.00 71047,**WINE**,**WINE**,,0.00,,,,
0.00 71048,**WINE**,**WINE**,,0.00,,,,
0.00 71049,**WINE**,**WINE**,,0.00,,,,
0.00 71050,**WINE**,**WINE**,,0.00,,,,
0.00 71100,GLASS,GLASS,,0.00,,,,
0.00 71101,NO GLASS,NO GLASS,,0.00,,,,
0.00 71102,1 GLASS,1 GLASS,,0.00,,,,
0.00 71103,2 GLASSES,2 GLASSES,,0.00,,,,
0.00 71104,3 GLASSES,3 GLASSES,,0.00,,,,
0.00 71105,4 GLASSES,4 GLASSES,,0.00,,,,
0.00 71106,5 GLASSES,5 GLASSES,,0.00,,,,
0.00 71107,6 GLASSES,6 GLASSES,,0.00,,,,
0.00 71108,**WINE**,**WINE**,,0.00,,,,
0.00 71109,**WINE**,**WINE**,,0.00,,,,
0.00 71110,**WINE**,**WINE**,,0.00,,,,
0.00 95000,*BAR PREPS*,*BAR PREPS*,,0.00,,,,
0.00 95001,Rocks,Rocks,,0.00,,,,
0.00 95002,Tall,Tall,,0.00,,,,
0.00 95003,Up,Up,,0.00,,,,
0.00 95004,Neat,Neat,,0.00,,,,
0.00 95005,Dirty,Dirty,,0.00,,,,
0.00 95006,Salt,Salt,,0.00,,,,
0.00 95007,Sugar,Sugar,,0.00,,,,
0.00 95008,Lime,Lime,,0.00,,,,
0.00 95009,Lemon,Lemon,,0.00,,,,
0.00 95010,Twist,Twist,,0.00,,,,
0.00 95011,Olives,Olives,,0.00,,,,
0.00 95012,Onions,Onions,,0.00,,,,
0.00 95013,Dry,Dry,,0.00,,,,
0.00 95014, , ,,0.00,,,,
0.00 95015, , ,,0.00,,,,
0.00 95016, , ,,0.00,,,,
0.00 95017, , ,,0.00,,,,
0.00 95018, , ,,0.00,,,,
0.00 95019, , ,,0.00,,,,
0.00 95020,Water,Water,,0.00,,,,
0.00 95021, , ,,0.00,,,,
0.00 95022,Soda,Soda,,0.00,,,,
0.00 95023,Tonic,Tonic,,0.00,,,,
0.00 95024,Garnish,Garnish,,0.00,,,,
0.00 95025,Bitters,Bitters,,0.00,,,,
0.00 95026,Muddle,Muddle,,0.00,,,,
0.00 95027,Mint,Mint,,0.00,,,,
0.00 95028,Shaken,Shaken,,0.00,,,,
0.00 95029,Stirred,Stirred,,0.00,,,,
0.00 95030,Basil,Basil,,0.00,,,,
0.00 95031,Sage,Sage,,0.00,,,,
0.00 95032,Floater,Floater,,0.00,,,,
0.00 95033,Ice,Ice,,0.00,,,,
0.00 95034,Orange,Orange,,0.00,,,,
0.00 95035,Cherries,Cherries,,0.00,,,,
0.00 95036,Egg White,Egg White,,0.00,,,,
0.00 95037,Chilled,Chilled,,0.00,,,,
0.00 95038, , ,,0.00,,,,
0.00 95039, , ,,0.00,,,,
0.00 95040, , ,,0.00,,,,
0.00 95041, , ,,0.00,,,,
0.00 95500,>VODKA DRINKS<,>VODKA DRINKS<,,0.00,,,,
0.00 95501,MARTINI,MARTINI,,0.00,,,,
0.00 95502,GIMLET,GIMLET,,0.00,,,,
0.00 95503,COSMO,COSMO,,0.00,,,,
0.00 95504,SCREWDRIVER,SCREWDRIVER,,0.00,,,,
0.00 95505,BLOODY MARY,BLOODY MARY,,0.00,,,,
0.00 95506,GIBSON,GIBSON,,0.00,,,,
0.00 95507,WHITE RUSSIAN,WHITE RUSSIAN,,0.00,,,,
0.00 95508,BLACK RUSSIAN,BLACK RUSSIAN,,0.00,,,,
0.00 95509,SEA BREEZE,SEA BREEZE,,0.00,,,,
0.00 95510,Pink Lady,Pink Lady,,0.00,,,,
0.00 95511,Mule,Mule,,0.00,,,,
0.00 95600,>WHISKEY DRINK<,>WHISKEY DRINK<,,0.00,,,,
0.00 95601,MANHATTAN,MANHATTAN,,0.00,,,,
0.00 95602,OLD FASHIONED,OLD FASHIONED,,0.00,,,,
0.00 95603,RUSTY NAIL,RUSTY NAIL,,0.00,,,,
0.00 95604,MINT JULEP,MINT JULEP,,0.00,,,,
0.00 95605,SAZERAC,SAZERAC,,0.00,,,,
0.00 95700,>GIN DRINK<,>GIN DRINK<,,0.00,,,,
0.00 95701,MARTINI,MARTINI,,0.00,,,,
0.00 95702,GIN FIZZ,GIN FIZZ,,0.00,,,,
0.00 95703,GIMLET,GIMLET,,0.00,,,,
0.00 95704,Negroni,Negroni,,0.00,,,,
0.00 95705,FRENCH 75,FRENCH 75,,0.00,,,,
0.00 95800,>RUM DRINK<,>RUM DRINK<,,0.00,,,,
0.00 95801,RUM PUNCH,RUM PUNCH,,0.00,,,,
0.00 95802,RUM RUNNER,RUM RUNNER,,0.00,,,,
0.00 95803,MOJITO,MOJITO,,0.00,,,,
0.00 95804,DARK N STORMY,DARK N STORMY,,0.00,,,,
0.00 95805,PINA COLADA,PINA COLADA,,0.00,,,,
0.00 95806,DAIQUIRI,DAIQUIRI,,0.00,,,,
0.00 95900,>TEQUILA DRINK<,>TEQUILA DRINK<,,0.00,,,,
0.00 95901,TEQUILA SUNRISE,TEQUILA SUNRISE,,0.00,,,,
0.00 95902,MARGARITA,MARGARITA,,0.00,,,,
0.00 95903,PALOMA,PALOMA,,4.00,,,,
4.00 95904,BLOODY MARIA,BLOODY MARIA,,0.00,,,,
0.00 95905,MEXICAN MULE,MEXICAN MULE,,0.00,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
 ,,,,,,,,
Generated on 10/4/2022 at 5:17 PM,,,,,,,,
,,,,,,Page 1 of 1,,
